Gene,TSG.Training.Set,OG.Training.Set,Neutral.Genes,lincRNA
ENSG00000287241.1_5,0,0,0,0
ENSG00000277373.1_9,0,0,0,0
ENSG00000233625.1_10,0,0,1,1
ENSG00000229262.1_10,0,0,1,1
ENSG00000287954.1_6,0,0,1,1
ENSG00000230010.2_11,0,0,0,0
ENSG00000237259.1_10,0,0,0,0
ENSG00000237282.3_7,0,0,1,1
ENSG00000233993.1_9,0,0,0,0
ENSG00000179935.10_9,0,0,0,1
ENSG00000273148.2_10,0,0,1,1
ENSG00000149443.7_7,0,0,0,0
ENSG00000274863.1_10,0,0,1,1
ENSG00000287430.1_5,0,0,1,1
ENSG00000235996.1_10,0,0,0,0
ENSG00000179447.2_10,0,0,0,0
ENSG00000232675.7_11,0,0,0,0
ENSG00000268628.2_8,0,0,0,0
ENSG00000241054.1_10,0,0,0,0
ENSG00000225417.1_10,0,0,0,0
ENSG00000243810.1_9,0,0,0,0
ENSG00000280229.2_8,0,0,1,1
ENSG00000234104.1_8,0,0,1,1
ENSG00000225127.4_11,0,0,0,1
ENSG00000283405.2_10,0,0,1,1
ENSG00000228604.3_12,0,0,0,0
ENSG00000232712.6_11,0,0,0,0
ENSG00000275457.1_8,0,0,0,0
ENSG00000225280.7_10,0,0,1,1
ENSG00000278041.1_8,0,0,1,1
ENSG00000258197.1_10,0,0,0,0
ENSG00000289590.1_1,0,0,0,0
ENSG00000289431.2_2,0,0,1,1
ENSG00000233492.2_10,0,0,1,1
ENSG00000279082.5_10,0,0,0,1
ENSG00000280350.1_8,0,0,0,1
ENSG00000238034.2_8,0,0,1,1
ENSG00000234435.3_8,0,0,0,1
ENSG00000234862.1_8,0,0,1,1
ENSG00000225321.2_9,0,0,1,1
ENSG00000204684.4_11,0,0,1,1
ENSG00000288974.2_2,0,0,1,1
ENSG00000259974.5_11,1,0,0,1
ENSG00000237396.1_8,1,0,0,1
ENSG00000230400.3_9,0,0,1,1
ENSG00000283072.3_11,0,0,1,1
ENSG00000230492.2_10,0,0,1,1
ENSG00000234646.7_11,0,0,0,0
ENSG00000279447.1_8,0,0,1,1
ENSG00000233746.2_9,0,0,0,1
ENSG00000279164.1_8,0,0,1,1
ENSG00000230387.5_12,0,0,1,1
ENSG00000277901.1_10,0,0,1,1
ENSG00000234832.1_9,0,0,0,0
ENSG00000232645.7_10,0,0,0,1
ENSG00000273838.2_11,0,0,0,0
ENSG00000260202.2_12,0,0,0,0
ENSG00000276638.1_11,0,0,1,1
ENSG00000290388.1_2,0,0,1,1
ENSG00000270001.1_9,0,0,0,0
ENSG00000225056.1_10,0,0,1,1
ENSG00000286117.2_6,0,0,1,1
ENSG00000286270.2_6,0,0,1,1
ENSG00000230908.2_10,0,0,1,1
ENSG00000290390.1_2,0,0,1,1
ENSG00000230133.2_8,0,0,1,1
ENSG00000236151.1_10,0,0,1,1
ENSG00000232200.2_11,0,0,1,1
ENSG00000228539.1_10,0,0,0,0
ENSG00000231015.1_8,0,0,1,1
ENSG00000274173.1_9,0,0,1,1
ENSG00000286444.1_3,0,0,0,0
ENSG00000275358.1_8,0,0,1,1
ENSG00000230725.6_13,0,0,1,1
ENSG00000286472.1_6,0,0,1,1
ENSG00000279322.1_9,0,0,0,0
ENSG00000277938.1_10,0,0,1,1
ENSG00000274414.1_10,0,0,1,1
ENSG00000274507.1_8,0,0,0,0
ENSG00000276952.1_8,0,0,0,0
ENSG00000213742.8_10,0,0,0,0
ENSG00000278383.1_8,0,0,0,0
ENSG00000226465.5_11,0,0,1,1
ENSG00000175170.16_11,0,0,0,1
ENSG00000226203.2_8,0,0,1,1
ENSG00000125804.14_6,0,0,0,1
ENSG00000231081.1_15,0,0,1,1
ENSG00000287569.1_3,0,0,1,1
ENSG00000290409.1_1,0,0,1,1
ENSG00000230440.1_11,0,0,1,1
ENSG00000287211.1_3,0,0,1,1
ENSG00000227195.11_11,0,0,0,1
ENSG00000238129.5_10,0,0,1,1
ENSG00000205611.5_7,0,0,1,1
ENSG00000286483.1_5,0,0,1,1
ENSG00000287288.1_5,0,0,1,1
ENSG00000231934.2_14,0,0,0,1
ENSG00000290996.1_1,0,0,1,1
ENSG00000233354.1_8,0,0,0,1
ENSG00000274364.1_9,0,0,0,0
ENSG00000235313.1_7,0,0,0,0
ENSG00000230613.1_9,0,0,0,0
ENSG00000278276.1_8,0,0,1,1
ENSG00000289875.1_1,0,0,1,1
ENSG00000236559.1_10,0,0,0,0
ENSG00000281376.1_6,0,0,0,0
ENSG00000289492.1_1,0,0,1,1
ENSG00000278012.1_9,0,0,0,0
ENSG00000226239.2_11,0,0,0,0
ENSG00000275576.1_9,0,0,0,0
ENSG00000287850.1_5,0,0,1,1
ENSG00000277692.1_8,0,0,1,1
ENSG00000236772.1_8,0,0,0,0
ENSG00000286311.1_3,0,0,0,0
ENSG00000277301.1_8,0,0,0,0
ENSG00000233293.1_8,0,0,0,0
ENSG00000204393.7_8,0,0,0,0
ENSG00000228156.1_9,0,0,0,0
ENSG00000260536.1_10,0,0,0,0
ENSG00000260257.2_10,0,0,1,1
ENSG00000290942.1_2,0,0,1,1
ENSG00000224876.1_10,0,0,1,1
ENSG00000288878.1_1,0,0,1,1
ENSG00000275223.1_8,0,0,1,1
ENSG00000271803.1_8,0,0,1,1
ENSG00000229188.2_11,0,0,0,0
ENSG00000230753.6_10,0,0,0,0
ENSG00000285230.3_8,0,0,0,0
ENSG00000228386.2_11,0,0,0,0
ENSG00000287853.1_3,0,0,1,1
ENSG00000250917.1_11,0,0,0,0
ENSG00000272945.1_11,0,0,0,0
ENSG00000236388.1_9,0,0,0,0
ENSG00000231795.1_7,0,0,0,0
ENSG00000277558.1_9,0,0,0,0
ENSG00000286803.1_3,0,0,0,0
ENSG00000278367.1_8,0,0,0,0
ENSG00000279253.1_8,0,0,0,0
ENSG00000235214.1_9,0,0,0,0
ENSG00000204183.3_7,0,0,0,0
ENSG00000230155.8_12,0,0,0,0
ENSG00000268340.1,0,0,0,0
ENSG00000290934.1_2,0,0,0,0
ENSG00000289872.1_1,0,0,1,1
ENSG00000260032.2_8,1,1,0,1
ENSG00000234139.6_13,0,0,1,1
ENSG00000277235.1_8,0,0,1,1
ENSG00000237063.1_10,0,0,1,1
ENSG00000232406.8_13,0,0,0,0
ENSG00000278035.1_8,0,0,1,1
ENSG00000232907.9_11,0,0,0,0
ENSG00000289373.1_1,0,0,0,0
ENSG00000269846.1_8,0,0,0,0
ENSG00000286240.1_6,0,1,0,1
ENSG00000276603.1_11,0,0,0,0
ENSG00000274469.2_8,0,0,1,1
ENSG00000225759.1_7,0,0,0,1
ENSG00000204117.2_11,0,0,1,1
ENSG00000277550.1_8,0,0,0,0
ENSG00000277829.1_9,0,0,0,0
ENSG00000285144.1_6,0,0,0,0
ENSG00000285347.1_5,0,0,0,0
ENSG00000285100.1_5,0,0,1,1
ENSG00000206249.3_10,0,0,0,0
ENSG00000275285.1_10,0,0,1,1
ENSG00000224635.2_11,0,0,1,1
ENSG00000275401.1_10,0,0,1,1
ENSG00000196756.15_13,0,1,0,1
ENSG00000174365.22_10,0,1,0,1
ENSG00000289012.1_1,0,0,0,0
ENSG00000274825.1_8,0,0,1,1
ENSG00000261431.1_7,0,0,1,1
ENSG00000277581.1_9,0,0,0,0
ENSG00000230324.1_9,0,0,1,1
ENSG00000287983.1_5,0,0,1,1
ENSG00000286083.1_6,0,0,1,1
ENSG00000229976.2_10,0,0,1,1
ENSG00000237767.4_11,0,0,0,1
ENSG00000233415.1_8,0,0,1,1
ENSG00000223410.1_8,0,0,1,1
ENSG00000229771.2_11,0,0,1,1
ENSG00000286972.1_3,0,0,1,1
ENSG00000226648.2_11,0,1,0,0
ENSG00000273951.1_9,0,0,0,0
ENSG00000288843.2_2,0,0,1,1
ENSG00000225458.1_8,0,0,1,1
ENSG00000228959.1_10,0,0,1,1
ENSG00000229042.2_10,0,0,0,0
ENSG00000227599.1_8,0,0,0,0
ENSG00000233508.4_11,0,0,1,1
ENSG00000226143.1_10,0,0,0,0
ENSG00000282876.1_8,0,0,1,1
ENSG00000233277.1_6,0,0,1,1
ENSG00000287570.1_5,0,0,0,0
ENSG00000223891.7_10,0,0,0,1
ENSG00000226812.2_13,0,0,0,0
ENSG00000229005.2_11,0,0,0,0
ENSG00000233376.1_12,0,0,0,0
ENSG00000168746.8_8,0,0,1,1
ENSG00000283440.1_10,1,0,0,1
ENSG00000132832.10_10,0,0,1,1
ENSG00000244558.6_11,1,0,0,0
ENSG00000276223.1_9,0,0,0,0
ENSG00000286100.1_6,0,0,1,1
ENSG00000227477.2_10,0,0,0,0
ENSG00000291000.1_1,0,0,1,1
ENSG00000289172.2_2,0,0,1,1
ENSG00000290777.1_1,0,0,1,1
ENSG00000275894.1_9,0,0,0,0
ENSG00000277022.1_10,0,0,0,0
ENSG00000237464.1_10,0,0,1,1
ENSG00000271984.1_10,0,0,0,0
ENSG00000285796.1_3,0,0,0,0
ENSG00000204044.6_10,0,0,0,0
ENSG00000229957.1_10,0,0,1,1
ENSG00000273828.2_11,0,0,0,0
ENSG00000283757.1_9,0,0,1,1
ENSG00000273893.1_9,0,0,0,0
ENSG00000271784.1_7,0,0,1,1
ENSG00000236028.1_10,0,0,0,0
ENSG00000267882.2_10,0,0,0,0
ENSG00000273451.1_9,0,0,0,0
ENSG00000231119.2_10,0,0,0,0
ENSG00000289329.1_1,0,0,0,0
ENSG00000289848.1_1,0,0,1,1
ENSG00000289895.1_1,0,0,1,1
ENSG00000224565.2_9,0,0,1,1
ENSG00000255438.2_10,0,0,0,0
ENSG00000234967.2_11,0,0,1,1
ENSG00000228503.1_8,0,0,1,1
ENSG00000287443.1_5,0,0,1,1
ENSG00000237423.3_10,0,0,0,1
ENSG00000229522.1_6,0,0,1,1
ENSG00000286179.1_6,0,0,1,1
ENSG00000287335.2_4,0,0,1,1
ENSG00000276923.1_8,0,0,1,1
ENSG00000287107.1_3,0,0,1,1
ENSG00000289072.1_1,0,0,1,1
ENSG00000288083.1_5,0,0,1,1
ENSG00000286063.1_6,0,0,1,1
ENSG00000235621.10_10,0,0,0,1
ENSG00000236874.1_10,0,0,1,1
ENSG00000274261.2_10,0,0,1,1
ENSG00000281365.1_8,0,0,1,1
ENSG00000281460.1_8,0,0,1,1
ENSG00000286159.1_4,0,0,0,0
ENSG00000278231.1_11,0,0,0,0
ENSG00000227431.6_11,0,0,0,1
ENSG00000177410.13_10,0,1,0,0
ENSG00000290421.1_2,0,0,0,0
ENSG00000231265.1_8,0,1,0,1
ENSG00000237595.7_13,0,0,1,1
ENSG00000234698.1_8,0,0,1,1
ENSG00000231742.6_8,0,0,0,1
ENSG00000277449.1_9,0,0,0,0
ENSG00000224397.9_12,0,0,0,1
ENSG00000203999.10_10,0,0,0,1
ENSG00000233077.2_9,0,0,0,1
ENSG00000232043.1_10,0,0,0,0
ENSG00000234693.1_9,0,0,0,0
ENSG00000259456.4_12,0,0,0,0
ENSG00000232358.1_10,0,0,0,0
ENSG00000279835.1_7,0,0,1,1
ENSG00000227964.1_8,0,0,0,1
ENSG00000287511.1_3,0,0,0,0
ENSG00000234948.2_10,0,0,0,0
ENSG00000225785.1_11,0,0,1,1
ENSG00000232465.1_10,0,0,1,1
ENSG00000232294.6_10,0,0,1,1
ENSG00000286250.1_6,0,0,1,1
ENSG00000232286.1_11,0,0,1,1
ENSG00000286865.1_5,0,0,0,0
ENSG00000223492.1_10,0,0,0,0
ENSG00000227705.1_10,0,0,0,0
ENSG00000271774.1_11,0,0,0,0
ENSG00000231703.2_12,0,0,0,0
ENSG00000259723.1_11,0,0,0,0
ENSG00000197670.6_10,0,0,0,0
ENSG00000235415.1_10,0,0,0,0
ENSG00000287886.1_3,0,0,1,1
ENSG00000225563.2_8,0,0,1,1
ENSG00000236352.1_8,0,0,0,0
ENSG00000286587.1_3,0,0,1,1
ENSG00000286229.1_4,0,0,1,1
ENSG00000235166.8_8,0,0,1,1
ENSG00000224008.1_8,0,0,0,1
ENSG00000275923.1_8,0,0,1,1
ENSG00000287478.1_5,0,0,1,1
ENSG00000286006.2_6,0,0,1,1
ENSG00000230843.1_10,0,0,1,1
ENSG00000280387.1_8,0,0,0,0
ENSG00000287079.1_3,0,0,1,1
ENSG00000225657.2_9,0,0,1,1
ENSG00000289199.2_2,0,0,1,1
ENSG00000231604.2_10,0,0,1,1
ENSG00000231078.1_8,0,0,1,1
ENSG00000203266.3_11,0,0,1,1
ENSG00000288086.1_5,0,0,1,1
ENSG00000288946.1_1,0,0,1,1
ENSG00000280220.1_7,0,0,1,1
ENSG00000290004.1_1,0,0,1,1
ENSG00000235032.1_7,0,0,0,0
ENSG00000226308.2_11,0,0,1,1
ENSG00000218018.4_11,0,0,0,0
ENSG00000286052.1_5,0,0,1,1
ENSG00000227297.1_11,0,0,1,1
ENSG00000278709.2_10,1,0,0,0
ENSG00000203971.2_12,0,0,1,1
ENSG00000275852.1_6,0,0,1,1
ENSG00000225708.6_11,0,0,1,1
ENSG00000291067.1_2,0,0,1,1
ENSG00000231290.7_10,0,0,0,0
ENSG00000254620.1_9,0,0,1,1
ENSG00000268941.2_6,0,0,0,1
ENSG00000254419.1_9,0,0,0,0
ENSG00000270279.1_8,0,0,1,1
ENSG00000268649.5_9,0,0,1,1
ENSG00000235590.9_12,0,1,0,0
ENSG00000268333.1_11,0,0,1,1
ENSG00000225806.8_13,0,0,0,0
ENSG00000270951.1_9,0,0,0,0
ENSG00000285091.1_7,0,0,1,1
ENSG00000289837.1_1,0,0,0,0
ENSG00000225129.1_10,0,0,1,1
ENSG00000230352.1_10,0,0,1,1
ENSG00000286309.1_6,0,0,1,1
ENSG00000287752.1_6,0,0,1,1
ENSG00000227282.1_8,0,0,1,1
ENSG00000238194.2_11,0,0,0,0
ENSG00000176659.11_9,0,0,0,1
ENSG00000276093.1_8,0,0,1,1
ENSG00000228340.8_11,0,0,0,1
ENSG00000276627.3_11,0,0,1,1
ENSG00000261035.1_8,0,0,1,1
ENSG00000229755.1_10,0,0,1,1
ENSG00000229606.2_8,0,0,1,1
ENSG00000289577.2_2,0,0,1,1
ENSG00000286232.1_6,0,0,0,0
ENSG00000276786.1_9,0,0,0,0
ENSG00000277270.2_11,0,0,0,0
ENSG00000179253.3_10,0,0,0,0
ENSG00000225106.1_10,0,0,0,0
ENSG00000283078.1_8,0,0,1,1
ENSG00000289236.1_1,0,0,1,1
ENSG00000289537.2_2,0,0,0,0
ENSG00000226332.2_10,0,0,0,0
ENSG00000228812.9_11,0,0,0,0
ENSG00000273619.2_9,0,0,1,1
ENSG00000275437.1_9,0,0,0,0
ENSG00000233017.3_10,0,0,1,1
ENSG00000272050.1_8,0,0,1,1
ENSG00000260542.1_8,0,0,1,1
ENSG00000174403.17_12,0,0,0,1
ENSG00000174407.15_10,0,0,0,1
ENSG00000264490.3_8,0,0,1,1
ENSG00000273812.3_13,0,0,1,1
ENSG00000289634.1_1,0,0,1,1
ENSG00000232121.1_10,0,0,1,1
ENSG00000229882.1_8,0,0,1,1
ENSG00000167046.4_10,0,0,0,0
ENSG00000277496.1_9,0,0,0,0
ENSG00000276317.1_10,0,0,0,0
ENSG00000232803.1_9,0,1,0,0
ENSG00000237687.2_8,0,0,1,1
ENSG00000223669.1_10,0,0,0,0
ENSG00000228705.4_12,0,1,0,1
ENSG00000229873.2_10,0,0,0,0
ENSG00000273759.1_9,0,0,0,0
ENSG00000272259.5_7,0,0,1,1
ENSG00000125514.9_9,0,0,0,1
ENSG00000237119.1_7,0,0,0,1
ENSG00000231133.8_9,0,0,0,1
ENSG00000225978.3_4,0,0,0,1
ENSG00000287324.1_4,0,0,1,1
ENSG00000260416.1_8,0,0,1,1
ENSG00000286628.1_6,0,0,1,1
ENSG00000231977.2_10,0,0,1,1
ENSG00000273821.1_8,0,0,1,1
ENSG00000275620.1_9,0,0,0,0
ENSG00000203900.2_10,0,0,0,0
ENSG00000280936.1_9,0,0,0,0
ENSG00000226390.1_8,0,0,0,0
ENSG00000230226.1_8,0,0,1,1
ENSG00000275812.1_8,0,0,0,0
ENSG00000232442.3_9,0,0,0,1
ENSG00000274501.1_8,0,0,0,0
ENSG00000229299.2_11,0,0,0,0
ENSG00000231208.4_7,0,0,0,0
ENSG00000279610.1_3,0,0,0,1
ENSG00000268858.2_8,0,0,0,0
ENSG00000290226.1_1,0,0,0,0
ENSG00000280213.1_6,0,0,0,0
ENSG00000237371.1_9,0,0,0,0
ENSG00000286999.1_8,0,0,0,0
ENSG00000279579.3_6,0,0,1,1
ENSG00000286033.1_6,0,0,1,1
ENSG00000279501.1_11,0,0,1,1
ENSG00000291050.1_2,0,0,1,1
ENSG00000278932.6_11,0,0,1,1
ENSG00000279321.1_10,0,0,1,1
ENSG00000280372.1_7,0,0,1,1
ENSG00000279851.2_11,0,0,1,1
ENSG00000273840.1_10,0,0,0,0
ENSG00000290523.1_2,0,0,0,0
ENSG00000277693.2_11,0,0,1,1
ENSG00000229306.1_10,0,0,1,1
ENSG00000290438.1_2,0,0,1,1
ENSG00000290568.1_2,0,0,1,1
ENSG00000280108.2_7,0,0,1,1
ENSG00000228159.2_8,0,0,1,1
ENSG00000279998.1_9,0,0,1,1
ENSG00000279773.1_8,0,0,0,0
ENSG00000224922.1_8,0,0,1,1
ENSG00000279751.1_8,0,0,1,1
ENSG00000290541.1_1,0,0,1,1
ENSG00000290581.1_2,0,0,1,1
ENSG00000291280.1_2,0,0,1,1
ENSG00000224905.8_12,0,0,0,0
ENSG00000291052.1_2,0,0,1,1
ENSG00000223662.1_9,0,0,0,0
ENSG00000232884.11_13,0,0,1,1
ENSG00000235609.7_11,0,0,0,0
ENSG00000291290.1_1,0,0,1,1
ENSG00000291291.1_1,0,0,1,1
ENSG00000281903.3_13,0,0,1,1
ENSG00000235277.1_8,0,0,1,1
ENSG00000229047.1_8,0,0,0,0
ENSG00000231201.1_8,0,0,0,0
ENSG00000279390.1_7,0,0,0,0
ENSG00000236471.1_9,0,0,1,1
ENSG00000288536.1_4,0,0,1,1
ENSG00000288555.1_4,0,0,1,1
ENSG00000288578.1_4,0,0,1,1
ENSG00000280082.1_4,0,0,1,1
ENSG00000229425.5_12,0,0,0,1
ENSG00000224247.1_10,0,0,1,1
ENSG00000215386.15_11,0,1,0,1
ENSG00000270071.5_13,0,0,1,1
ENSG00000270139.1_10,0,0,1,1
ENSG00000287066.1_5,0,0,1,1
ENSG00000280432.1_3,0,0,1,1
ENSG00000269950.1_10,0,0,1,1
ENSG00000237735.2_11,0,0,1,1
ENSG00000232886.1_10,0,0,1,1
ENSG00000232560.7_8,0,0,0,1
ENSG00000280594.3_7,0,1,0,0
ENSG00000226956.1_10,0,0,1,1
ENSG00000279648.1_3,0,0,1,1
ENSG00000240770.5_9,0,0,0,0
ENSG00000244676.5_8,0,0,0,0
ENSG00000231755.1_8,0,0,0,1
ENSG00000227330.1_10,0,0,0,0
ENSG00000228708.1_8,0,0,0,0
ENSG00000224141.6_9,0,0,1,1
ENSG00000230233.1_8,0,0,1,1
ENSG00000279156.1_3,0,0,1,1
ENSG00000232193.1_10,0,0,1,1
ENSG00000226204.1_10,0,0,1,1
ENSG00000235965.2_11,0,0,1,1
ENSG00000229289.1_8,0,0,1,1
ENSG00000231620.1_8,0,0,1,1
ENSG00000233480.2_10,0,0,1,1
ENSG00000233236.1_7,0,0,0,1
ENSG00000224924.9_12,1,0,0,1
ENSG00000226771.1_10,0,0,0,0
ENSG00000234730.1_8,0,0,1,1
ENSG00000237527.1_10,0,0,1,1
ENSG00000238265.1_8,0,0,1,1
ENSG00000233997.5_6,0,0,0,1
ENSG00000227075.1_10,0,0,1,1
ENSG00000233215.6_9,0,0,0,1
ENSG00000184856.7_8,0,0,0,1
ENSG00000226043.2_10,0,0,1,1
ENSG00000234034.1_10,0,0,1,1
ENSG00000230972.1_9,0,0,1,1
ENSG00000286222.1_6,0,0,1,1
ENSG00000228592.2_10,0,0,0,1
ENSG00000227716.1_10,0,0,1,1
ENSG00000288094.1_3,0,0,1,1
ENSG00000287612.1_3,0,0,1,1
ENSG00000231986.1_7,0,0,1,1
ENSG00000235564.2_8,0,0,1,1
ENSG00000287801.1_4,0,0,1,1
ENSG00000226996.5_8,0,0,1,1
ENSG00000224018.2_11,0,0,1,1
ENSG00000224832.2_9,0,0,0,1
ENSG00000237484.7_9,0,0,0,1
ENSG00000226983.3_9,0,0,1,1
ENSG00000227090.1_10,0,0,1,1
ENSG00000230379.5_10,0,0,1,1
ENSG00000244278.1_9,0,0,1,1
ENSG00000232512.6_9,0,0,1,1
ENSG00000223870.1_8,0,0,1,1
ENSG00000222042.2_11,0,0,1,1
ENSG00000279534.1_7,0,0,1,1
ENSG00000185433.11_11,0,0,0,1
ENSG00000229962.2_8,0,0,1,1
ENSG00000234883.7_8,0,0,0,1
ENSG00000260583.1_9,0,0,1,1
ENSG00000287109.1_5,0,0,0,0
ENSG00000233783.8_14,0,0,0,0
ENSG00000224541.1_9,0,0,0,0
ENSG00000273492.6_11,0,0,0,0
ENSG00000289899.1_1,0,0,1,1
ENSG00000286902.1_5,0,0,1,1
ENSG00000229025.1_7,0,0,1,1
ENSG00000232692.1_11,0,0,0,0
ENSG00000197934.8_8,0,0,0,0
ENSG00000273115.1_8,0,0,1,1
ENSG00000223563.1_8,0,0,0,0
ENSG00000231236.2_12,0,0,1,1
ENSG00000236332.2_11,0,0,1,1
ENSG00000234052.2_9,0,0,1,1
ENSG00000225298.5_6,0,0,0,1
ENSG00000234083.1_8,0,0,1,1
ENSG00000178457.3_4,0,0,0,1
ENSG00000232079.7_8,0,0,0,1
ENSG00000236532.6_9,0,0,0,1
ENSG00000232855.7_12,0,0,1,1
ENSG00000226935.6_6,1,0,0,1
ENSG00000273254.1_10,0,0,0,0
ENSG00000231125.2_12,0,0,0,0
ENSG00000286018.1_7,0,0,0,0
ENSG00000224649.1_10,0,0,1,1
ENSG00000215533.8_5,0,0,0,0
ENSG00000248476.1_7,0,0,0,0
ENSG00000273017.1_9,0,0,0,0
ENSG00000232118.2_9,0,0,0,0
ENSG00000228817.4_9,0,0,0,0
ENSG00000234293.1_7,0,0,0,0
ENSG00000273464.1_8,0,0,0,0
ENSG00000174680.10_9,0,0,0,0
ENSG00000259981.1_5,0,0,1,1
ENSG00000227342.1_8,0,0,0,1
ENSG00000286643.1_3,0,0,0,0
ENSG00000237594.2_9,0,0,0,0
ENSG00000234509.1_8,0,0,1,1
ENSG00000273271.1_9,0,0,0,0
ENSG00000273091.1_8,0,0,1,1
ENSG00000237138.1_9,0,0,0,0
ENSG00000230323.6_9,0,0,0,1
ENSG00000261610.1_5,0,0,1,1
ENSG00000227256.1_7,0,0,0,0
ENSG00000232623.1_9,0,0,0,0
ENSG00000256073.4_9,0,0,0,1
ENSG00000238197.8_12,0,0,0,0
ENSG00000205930.11_13,0,0,0,0
ENSG00000279690.1_11,0,0,0,0
ENSG00000232360.1_9,0,0,1,1
ENSG00000227757.3_11,0,0,0,0
ENSG00000228961.1_7,0,0,1,1
ENSG00000232539.1_6,0,0,0,1
ENSG00000226527.2_12,0,0,1,1
ENSG00000226433.2_10,0,0,1,1
ENSG00000229086.5_10,0,0,0,1
ENSG00000223799.3_11,0,0,0,0
ENSG00000289238.2_2,0,0,0,0
ENSG00000289939.1_1,0,0,1,1
ENSG00000231355.1_10,0,0,1,1
ENSG00000237945.9_11,0,0,0,0
ENSG00000273102.2_10,0,0,1,1
ENSG00000272657.1_9,0,0,0,0
ENSG00000227456.9_10,0,0,0,1
ENSG00000214955.5_12,0,0,1,1
ENSG00000225555.2_11,0,0,0,0
ENSG00000273104.1_8,0,0,0,0
ENSG00000272958.1_8,0,0,1,1
ENSG00000230978.2_10,0,1,0,1
ENSG00000234380.3_11,0,1,0,1
ENSG00000286153.2_5,1,1,0,0
ENSG00000234703.1_8,0,0,0,0
ENSG00000230794.1_11,0,0,0,0
ENSG00000231106.3_9,0,1,0,1
ENSG00000236677.1_8,0,0,0,0
ENSG00000230212.6_13,0,0,0,0
ENSG00000289001.1_1,0,0,0,0
ENSG00000236119.1_8,0,0,1,1
ENSG00000233393.2_9,0,0,1,1
ENSG00000236830.8_12,0,1,0,0
ENSG00000273199.1_8,0,0,0,0
ENSG00000228107.1_9,0,0,0,0
ENSG00000289221.1_1,0,0,1,1
ENSG00000230479.1_9,0,0,0,0
ENSG00000233818.1_12,0,1,0,0
ENSG00000279365.1_8,0,0,0,0
ENSG00000286517.1_4,0,0,0,0
ENSG00000286852.1_3,0,0,1,1
ENSG00000231324.1_10,0,0,1,1
ENSG00000224269.1_10,0,0,0,0
ENSG00000237646.1_9,0,0,0,0
ENSG00000224790.3_14,0,0,0,0
ENSG00000270116.1_6,0,0,0,0
ENSG00000228677.1_9,0,0,0,0
ENSG00000230366.9_7,0,0,0,1
ENSG00000242553.1_9,0,0,0,0
ENSG00000272948.2_9,0,0,0,0
ENSG00000287637.1_5,0,0,0,0
ENSG00000273210.1_7,0,0,0,0
ENSG00000286717.1_3,0,0,0,0
ENSG00000233213.1_10,0,0,0,0
ENSG00000289538.2_2,0,0,0,0
ENSG00000184029.9_9,0,0,0,0
ENSG00000223608.1_9,0,0,0,0
ENSG00000198054.12_8,0,0,0,0
ENSG00000233316.4_7,0,0,0,0
ENSG00000289927.1_1,0,0,0,0
ENSG00000226012.1_10,0,0,0,0
ENSG00000231231.5_8,0,0,0,1
ENSG00000289404.2_2,0,0,0,0
ENSG00000287470.1_3,0,1,0,0
ENSG00000223806.8_9,0,1,0,1
ENSG00000205622.13_14,0,0,0,0
ENSG00000229986.1_5,0,0,1,1
ENSG00000287082.1_5,0,0,1,1
ENSG00000229925.1_9,0,0,1,1
ENSG00000289445.2_2,0,0,1,1
ENSG00000232837.1_8,0,0,0,1
ENSG00000235888.5_14,0,0,0,1
ENSG00000288266.1_3,0,0,1,1
ENSG00000237609.1_12,0,0,0,1
ENSG00000272991.1_8,0,0,0,0
ENSG00000237373.1_9,0,0,0,0
ENSG00000255568.2,0,0,0,0
ENSG00000238141.2_9,0,0,0,0
ENSG00000184809.13_9,1,0,0,0
ENSG00000225330.1_9,0,0,0,0
ENSG00000231713.2_10,0,0,1,1
ENSG00000235123.5_7,0,1,0,0
ENSG00000233756.5_10,0,0,0,0
ENSG00000288069.1_3,0,0,0,0
ENSG00000286425.1_5,0,0,1,1
ENSG00000226496.3_11,0,0,0,1
ENSG00000280109.3_10,0,0,0,0
ENSG00000224388.1_8,0,0,0,0
ENSG00000228318.3_12,0,0,0,0
ENSG00000232806.1_11,0,0,1,1
ENSG00000223400.1_7,0,0,1,1
ENSG00000286027.1_4,0,0,0,1
ENSG00000227702.1_6,0,0,0,1
ENSG00000236384.7_7,0,0,0,1
ENSG00000232401.2_9,0,0,0,1
ENSG00000236883.1_8,0,0,0,0
ENSG00000289513.2_2,0,0,1,1
ENSG00000236545.1_8,0,0,0,0
ENSG00000227698.1_11,0,0,0,0
ENSG00000237232.9_6,0,0,0,0
ENSG00000289322.2_2,0,0,1,1
ENSG00000184385.2_9,0,0,0,0
ENSG00000239930.2_10,0,0,0,0
ENSG00000231867.1_9,0,0,0,0
ENSG00000235772.1_10,0,0,0,0
ENSG00000225431.2_9,1,0,0,1
ENSG00000235023.1_10,0,0,1,1
ENSG00000225731.1_9,0,0,0,0
ENSG00000283051.1_8,0,0,1,1
ENSG00000233754.2_11,0,0,1,1
ENSG00000225218.1_10,0,0,1,1
ENSG00000224100.1_10,0,0,1,1
ENSG00000286549.1_3,0,0,1,1
ENSG00000236663.2_10,0,1,0,1
ENSG00000228120.2_10,0,0,1,1
ENSG00000237864.1_9,0,0,1,1
ENSG00000237989.2_9,0,0,0,1
ENSG00000225637.1_8,0,0,1,1
ENSG00000188660.5_10,0,1,0,1
